Formatted Date,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2008-09-14,12.0,11.2,0.68,15.0,98.0,10.7,1017.1
2008-09-15,9.9,9.0,0.92,9.3,190.0,7.7,1011.7
2008-09-16,10.8,10.3,0.88,9.9,270.0,6.7,1011.3
2008-09-17,9.6,8.9,0.88,11.0,245.0,7.3,1017.6
2008-09-18,9.9,9.3,0.83,8.0,293.0,10.0,1022.2
2008-09-19,9.8,9.5,0.81,6.8,208.0,9.3,1020.1
2008-09-20,10.4,10.0,0.83,9.6,310.0,8.9,1019.5
2008-09-21,10.8,10.6,0.83,6.1,277.0,9.5,1017.5
2008-09-22,11.4,11.3,0.8,4.3,271.0,8.1,1015.3
2008-09-23,13.0,12.9,0.76,4.1,256.0,10.1,1015.3
2008-09-24,13.1,13.1,0.73,5.3,221.0,10.6,1017.9
2008-09-25,13.2,13.0,0.79,13.1,105.0,10.9,1019.5
2008-09-26,12.0,11.5,0.79,12.9,91.0,11.6,1024.3
2008-09-27,11.3,11.2,0.8,8.7,39.0,10.6,1026.9
2008-09-28,12.4,12.3,0.71,5.2,194.0,9.4,1024.4
2008-09-29,11.8,11.6,0.68,6.2,216.0,10.2,1019.7
2008-09-30,12.2,12.0,0.71,8.1,188.0,9.3,
2008-10-01,15.5,15.4,0.65,13.6,202.0,12.1,1012.5
2008-10-02,17.1,17.1,0.67,11.1,175.0,11.7,1010.5
2008-10-03,17.7,17.7,0.74,7.6,169.0,9.9,1007.9
2008-10-04,10.8,10.3,0.87,14.9,305.0,9.6,588.8
2008-10-05,9.1,7.4,0.77,18.9,304.0,10.6,338.2
2008-10-06,11.8,11.3,0.7,10.1,270.0,11.1,551.0
2008-10-07,14.1,14.0,0.74,8.8,286.0,12.0,1018.4
2008-10-08,14.8,14.7,,3.6,139.0,10.7,1019.8
2008-10-09,14.8,14.8,0.78,4.2,130.0,9.7,1027.1
2008-10-10,14.1,14.0,0.77,4.7,220.0,7.7,1032.6
2008-10-11,13.5,13.4,0.79,4.4,286.0,6.0,1033.1
2008-10-12,14.0,14.0,0.76,3.1,208.0,6.1,1029.4
2008-10-13,12.4,12.3,0.81,4.3,213.0,4.8,1024.4
2008-10-14,12.0,11.9,0.82,3.5,211.0,5.3,1021.6
2008-10-15,16.0,16.0,0.72,4.8,241.0,9.1,1019.6
2008-10-16,16.8,16.8,0.69,10.8,191.0,7.0,1014.5
2008-10-17,10.3,9.5,0.83,14.1,283.0,9.6,1017.6
2008-10-18,8.3,7.6,0.76,6.5,200.0,10.3,1025.6
2008-10-19,8.9,8.7,0.79,4.1,177.0,9.3,1025.9
2008-10-20,10.3,10.1,0.78,4.1,141.0,8.0,1025.1
2008-10-21,11.9,11.8,0.75,5.1,112.0,8.9,1020.5
2008-10-22,13.6,13.2,0.71,11.2,149.0,10.6,1019.9
2008-10-23,11.3,10.9,0.78,12.3,214.0,9.9,1025.0
2008-10-24,8.8,8.1,0.78,7.3,116.0,11.3,1028.7
2008-10-25,9.5,9.2,0.79,6.9,201.0,7.6,1031.5
2008-10-26,8.9,8.6,0.78,4.1,222.0,6.5,1029.0
2008-10-27,9.0,7.5,0.76,13.3,163.0,9.1,1018.2
2008-10-28,11.5,10.4,0.73,15.1,152.0,9.5,1013.7
2008-10-29,14.5,14.1,0.7,24.4,159.0,11.1,1009.7
2008-10-30,16.0,15.9,0.68,24.5,182.0,12.6,1005.0
2008-10-31,13.5,13.2,0.7,11.3,156.0,11.9,1016.5
2008-11-01,16.1,16.1,0.76,15.7,156.0,11.2,1013.8
2008-11-02,14.3,14.3,0.84,4.7,176.0,6.7,1018.6
2008-11-03,13.8,13.8,0.81,7.2,107.0,8.0,1021.1
2008-11-04,14.2,14.1,0.79,12.1,133.0,9.2,980.1
2008-11-05,15.2,15.2,0.75,13.8,141.0,9.7,1020.6
2008-11-06,14.5,14.3,0.77,6.8,104.0,9.7,1018.5
2008-11-07,14.2,14.2,0.69,21.4,152.0,11.1,1019.7
2008-11-08,12.6,12.6,0.72,21.1,157.0,11.8,1024.9
2008-11-09,10.5,9.4,0.69,15.3,171.0,11.8,1030.9
2008-11-10,8.4,7.4,0.68,9.0,119.0,11.7,1032.0
2008-11-11,7.3,5.5,0.71,14.3,141.0,11.3,1025.2
2008-11-12,6.9,5.2,0.78,9.8,142.0,9.6,1022.1
2008-11-13,9.2,8.2,0.66,8.8,73.0,11.8,1023.0
2008-11-14,7.1,6.3,0.74,5.8,172.0,8.3,1026.9
2008-11-15,3.6,3.2,0.9,3.4,254.0,1.4,1029.6
2008-11-16,3.3,2.5,0.91,6.2,218.0,2.1,1026.0
2008-11-17,5.5,2.8,0.76,14.6,317.0,10.3,1024.1
2008-11-18,2.3,0.7,0.78,6.5,132.0,11.5,1022.1
2008-11-19,3.2,1.6,0.76,8.8,233.0,11.2,1018.6
2008-11-20,7.0,4.8,0.64,13.7,216.0,11.0,760.4
2008-11-21,6.7,4.9,0.84,10.1,205.0,9.7,748.2
2008-11-22,1.2,-4.2,0.75,24.6,300.0,12.0,995.6
2008-11-23,,-4.8,0.68,20.5,252.0,12.2,1004.8
2008-11-24,0.9,-4.1,0.66,21.3,159.0,12.4,1003.9
2008-11-25,2.5,-0.3,0.89,11.6,280.0,6.2,1007.3
2008-11-26,0.8,-2.7,0.79,12.2,303.0,9.5,1023.0
2008-11-27,0.8,-1.5,0.79,8.0,207.0,8.7,1028.0
2008-11-28,0.7,-2.8,0.8,12.9,114.0,8.7,1019.5
2008-11-29,5.0,0.8,0.82,23.4,162.0,10.9,1007.3
2008-11-30,7.2,4.9,0.83,17.8,151.0,10.0,1011.4
2008-12-01,9.2,7.5,0.77,21.2,158.0,10.9,1009.1
2008-12-02,6.8,5.5,0.86,7.6,137.0,8.8,1012.5
2008-12-03,6.2,5.7,0.91,4.4,179.0,4.2,1009.1
2008-12-04,6.4,4.8,0.94,9.7,84.0,1.1,1005.6
2008-12-05,9.2,7.6,0.76,23.2,178.0,11.1,1005.0
2008-12-06,8.6,7.3,0.86,11.9,209.0,10.2,1009.0
2008-12-07,4.7,0.7,0.82,20.5,310.0,10.5,1015.5
2008-12-08,2.7,-1.0,0.8,16.3,304.0,10.1,1023.0
2008-12-09,0.9,-1.5,0.85,9.5,192.0,7.8,1023.4
2008-12-10,1.5,-2.5,0.79,15.0,144.0,10.5,1020.2
2008-12-11,5.8,1.5,0.57,26.8,148.0,12.0,1015.9
2008-12-12,5.4,3.2,0.76,10.6,74.0,11.9,1015.0
2008-12-13,5.2,3.5,0.87,8.1,86.0,8.8,1015.5
2008-12-14,5.0,1.7,0.82,15.9,145.0,11.7,1017.6
2008-12-15,6.0,2.7,0.78,18.1,140.0,11.7,1022.3
2008-12-16,6.5,3.2,0.79,18.2,148.0,11.9,1021.6
2008-12-17,7.5,4.0,0.81,23.6,151.0,9.6,1013.0
2008-12-18,8.1,6.6,0.92,9.4,134.0,7.9,1010.5
2008-12-19,3.5,-0.6,0.9,18.8,275.0,10.5,1016.1
2008-12-20,3.7,-0.1,0.85,17.5,301.0,10.1,1021.1
2008-12-21,4.0,-0.0,0.78,20.5,312.0,11.0,1023.2
2008-12-22,3.1,0.2,0.86,14.7,273.0,11.6,1026.2
2008-12-23,5.0,0.3,0.69,28.2,315.0,12.3,1023.7
2008-12-24,0.6,-1.9,0.74,9.3,271.0,9.8,1027.2
2008-12-25,-1.2,-5.2,0.88,12.0,139.0,5.5,1027.3
2008-12-26,,-6.6,0.84,10.5,174.0,10.1,1035.9
2008-12-27,-5.6,-6.9,0.89,4.6,89.0,2.0,1035.7
2008-12-28,-5.6,-7.1,0.91,4.7,151.0,2.7,1036.9
2008-12-29,-6.2,-7.6,0.9,5.0,118.0,3.8,1040.1
2008-12-30,-5.5,-6.0,0.85,3.5,175.0,5.7,1043.5
2008-12-31,-6.2,-9.1,,7.2,244.0,2.3,1027.6
2009-01-01,-4.9,-7.2,0.82,6.8,238.0,5.8,1026.4
2009-01-02,-4.1,-6.8,0.78,7.8,188.0,8.8,
2009-01-03,-5.6,-6.3,0.84,3.9,136.0,5.3,1027.4
2009-01-04,-7.6,-10.4,0.86,8.2,179.0,4.2,1021.6
2009-01-05,-6.2,-9.6,0.85,9.2,122.0,4.7,1019.8
2009-01-06,-6.6,-8.5,0.87,5.7,85.0,3.3,1023.5
2009-01-07,-5.7,-8.6,0.88,7.8,211.0,3.3,1022.5
2009-01-08,-5.9,-8.4,0.79,7.6,213.0,6.9,
2009-01-09,-10.1,-10.6,0.87,3.4,90.0,2.5,1036.1
2009-01-10,-9.0,-11.2,0.85,6.5,286.0,2.9,1035.7
2009-01-11,-6.5,-7.5,0.88,4.4,197.0,2.7,1040.4
2009-01-12,-5.6,-8.1,0.88,7.0,101.0,2.9,1038.9
2009-01-13,-5.9,-8.4,0.91,7.1,87.0,2.8,1028.8
2009-01-14,-0.9,-3.5,0.85,8.5,131.0,3.8,1017.0
2009-01-15,,-2.7,0.91,8.6,246.0,2.6,1020.5
2009-01-16,0.0,-2.0,0.9,7.4,230.0,2.9,1024.8
2009-01-17,-0.5,-2.7,0.81,7.2,171.0,7.8,1027.1
2009-01-18,-0.8,-5.1,0.95,13.5,185.0,2.3,1018.1
2009-01-19,4.2,0.9,0.82,14.9,217.0,11.9,1012.0
2009-01-20,6.7,4.0,0.79,17.6,154.0,11.6,1007.6
2009-01-21,7.3,3.9,0.82,21.4,150.0,12.5,1006.9
2009-01-22,5.7,4.3,0.92,8.0,187.0,6.8,1006.7
2009-01-23,3.9,2.1,0.94,7.8,138.0,2.4,995.9
2009-01-24,2.8,1.3,0.94,7.0,208.0,5.7,992.2
2009-01-25,1.7,-1.6,0.91,13.2,112.0,3.4,999.1
2009-01-26,2.5,1.2,0.9,6.5,192.0,6.1,1005.9
2009-01-27,4.7,1.0,0.95,18.5,66.0,5.3,1007.1
2009-01-28,4.0,0.3,0.96,17.2,122.0,8.2,963.7
2009-01-29,4.0,0.6,0.93,14.9,36.0,11.8,969.6
2009-01-30,1.6,-2.5,0.79,16.1,83.0,12.5,1019.3
2009-01-31,0.7,-1.4,0.75,8.0,254.0,11.7,1018.0
2009-02-01,1.3,-2.2,0.87,12.6,91.0,10.1,1017.2
2009-02-02,3.0,-0.2,0.77,14.5,124.0,11.6,1018.5
2009-02-03,4.6,0.2,0.83,24.1,150.0,11.0,967.7
2009-02-04,6.9,4.5,0.85,13.3,187.0,11.1,1001.6
2009-02-05,8.0,6.4,0.84,14.3,207.0,9.1,1006.0
2009-02-06,8.6,6.9,0.75,13.7,168.0,11.8,962.0
2009-02-07,9.2,7.7,0.79,19.7,151.0,10.8,996.9
2009-02-08,8.0,5.7,0.83,16.0,204.0,12.3,952.1
2009-02-09,2.1,-1.3,0.93,14.5,229.0,8.1,965.2
2009-02-10,2.2,-1.5,0.82,16.1,156.0,9.9,965.7
2009-02-11,3.9,0.6,0.82,16.4,224.0,12.1,1004.1
2009-02-12,1.2,-4.2,0.79,23.6,326.0,11.1,1005.4
2009-02-13,-1.2,-6.7,0.88,20.5,305.0,6.9,1008.9
2009-02-14,-0.3,-3.9,0.88,11.4,313.0,8.0,1012.3
2009-02-15,-0.6,-5.6,0.88,18.7,318.0,5.9,1020.2
2009-02-16,-1.5,-5.9,0.79,13.7,260.0,12.0,1021.7
2009-02-17,-0.1,-4.6,0.96,15.6,233.0,4.9,1012.4
2009-02-18,-3.0,-8.7,0.79,19.4,183.0,9.8,1017.0
2009-02-19,-3.4,-9.6,0.75,21.6,227.0,11.6,1020.3
2009-02-20,-2.4,-5.6,0.73,9.3,289.0,12.3,1025.9
2009-02-21,-1.4,-3.9,0.89,8.4,125.0,6.5,1026.3
2009-02-22,-3.4,-6.7,0.76,8.7,138.0,8.5,1024.2
2009-02-23,-2.2,-6.3,0.83,12.1,156.0,5.8,1016.9
2009-02-24,0.1,-2.5,0.77,8.7,123.0,7.9,1020.3
2009-02-25,1.5,-0.2,0.75,7.4,266.0,8.4,1028.0
2009-02-26,2.9,0.6,0.74,10.8,260.0,10.7,1022.0
2009-02-27,3.4,-0.0,0.81,15.6,283.0,10.7,1015.1
2009-02-28,4.1,1.4,0.86,13.5,271.0,11.4,1017.9
2009-03-01,6.8,6.1,0.84,8.5,112.0,8.1,974.6
2009-03-02,7.3,6.4,0.8,5.7,84.0,8.1,973.5
2009-03-03,6.0,5.5,0.83,4.7,186.0,7.6,1016.7
2009-03-04,8.9,6.8,0.8,20.0,148.0,9.1,1008.4
2009-03-05,8.9,5.3,0.8,30.6,140.0,10.6,990.4
2009-03-06,10.7,9.4,0.72,11.7,119.0,12.3,991.1
2009-03-07,7.6,3.8,0.82,26.4,323.0,11.9,995.8
2009-03-08,5.5,1.4,0.7,25.2,298.0,12.2,1006.0
2009-03-09,6.6,3.7,0.71,19.2,282.0,12.3,880.4
2009-03-10,5.4,1.9,0.7,19.7,255.0,11.6,887.3
2009-03-11,4.9,2.3,0.76,12.5,241.0,11.5,1013.7
2009-03-12,5.1,1.6,0.7,18.3,303.0,11.3,1019.2
2009-03-13,4.9,1.8,0.84,16.0,251.0,11.5,1015.1
2009-03-14,4.6,2.4,0.68,9.5,207.0,12.1,1021.9
2009-03-15,5.8,4.9,0.75,7.5,221.0,9.7,1023.0
2009-03-16,7.7,5.4,0.79,17.3,212.0,10.4,1025.6
2009-03-17,6.0,3.0,0.66,15.2,269.0,11.2,983.9
2009-03-18,5.2,0.7,0.6,29.2,319.0,11.8,679.7
2009-03-19,1.8,-1.3,0.67,14.0,299.0,12.1,891.3
2009-03-20,1.7,-2.2,0.75,15.4,105.0,12.4,1022.8
2009-03-21,4.0,-0.4,0.6,22.3,33.0,11.2,1021.3
2009-03-22,5.1,2.0,0.55,19.3,304.0,11.1,1016.2
2009-03-23,7.9,5.7,0.58,22.9,271.0,11.8,797.3
2009-03-24,5.7,2.5,0.65,17.0,271.0,12.4,1000.3
2009-03-25,2.0,-2.1,0.51,21.8,274.0,11.1,1007.5
2009-03-26,4.1,2.0,0.52,9.7,167.0,11.4,926.3
2009-03-27,6.9,5.8,0.61,13.3,191.0,11.2,674.2
2009-03-28,12.5,11.7,0.52,19.8,173.0,12.1,1011.3
2009-03-29,12.6,12.4,0.64,23.2,164.0,12.1,966.5
2009-03-30,12.9,12.5,0.76,15.6,274.0,12.5,1013.4
2009-03-31,12.1,11.5,0.76,11.6,109.0,12.1,1020.8
2009-04-01,13.6,13.1,0.69,9.0,54.0,12.1,1019.0
2009-04-02,14.2,13.5,0.59,15.5,77.0,10.7,978.0
2009-04-03,14.6,14.4,0.62,9.4,122.0,11.6,1021.4
2009-04-04,14.4,14.4,0.61,5.0,162.0,11.3,1018.9
2009-04-05,15.4,15.2,0.56,7.8,166.0,11.2,1017.9
2009-04-06,14.6,14.3,0.56,5.4,198.0,11.7,1015.3
2009-04-07,14.5,14.1,0.6,8.3,193.0,10.9,1014.2
2009-04-08,15.3,15.0,0.49,9.8,162.0,10.9,1016.5
2009-04-09,15.9,15.8,0.52,5.2,141.0,10.8,1017.5
2009-04-10,16.3,16.2,0.5,7.5,157.0,11.8,1014.6
2009-04-11,17.1,17.0,0.53,15.0,174.0,11.9,1013.0
2009-04-12,15.4,15.3,0.5,19.5,168.0,11.8,1012.5
2009-04-13,12.5,12.0,0.57,13.1,156.0,11.8,1009.9
2009-04-14,11.1,10.7,0.71,6.6,179.0,11.9,1009.5
2009-04-15,13.5,13.3,0.64,7.1,148.0,11.2,1013.1
2009-04-16,15.5,15.2,0.51,8.8,103.0,11.9,1013.8
2009-04-17,,12.8,0.68,16.0,180.0,11.9,1011.5
2009-04-18,14.1,13.9,0.65,6.2,170.0,9.5,1015.2
2009-04-19,17.3,17.3,0.53,9.1,55.0,12.2,1019.2
2009-04-20,16.9,16.9,0.67,9.1,108.0,12.3,1020.1
2009-04-21,15.7,15.7,0.5,16.4,30.0,10.5,1016.6
2009-04-22,13.9,13.7,0.6,10.3,162.0,12.5,1016.5
2009-04-23,10.8,10.3,0.66,9.5,128.0,11.9,1018.4
2009-04-24,13.0,12.8,0.65,8.2,89.0,10.9,1019.9
2009-04-25,14.0,13.6,0.47,13.8,73.0,11.9,1020.8
2009-04-26,12.4,11.4,0.53,19.9,144.0,12.3,980.8
2009-04-27,14.3,13.4,0.43,27.2,140.0,12.0,1018.1
2009-04-28,15.7,15.3,0.41,25.1,142.0,12.1,1011.7
2009-04-29,16.0,16.0,0.46,11.5,148.0,12.0,1009.3
2009-04-30,15.5,15.4,0.59,7.3,172.0,11.9,966.3
2009-05-01,17.2,17.2,0.45,20.9,102.0,12.1,1010.3
2009-05-02,12.8,12.2,0.51,12.7,288.0,12.0,1019.1
2009-05-03,14.4,14.1,0.73,6.1,165.0,10.8,977.7
2009-05-04,16.3,16.3,0.61,7.9,184.0,11.7,1015.6
2009-05-05,14.6,13.9,0.58,18.4,305.0,11.8,1016.8
2009-05-06,13.9,13.4,0.56,16.0,287.0,12.4,1017.3
2009-05-07,15.9,15.9,0.53,20.2,298.0,12.2,1018.2
2009-05-08,17.3,17.2,0.5,6.1,133.0,11.3,1019.8
2009-05-09,19.4,19.3,0.56,7.1,163.0,12.1,1020.1
2009-05-10,20.6,20.4,0.59,7.7,149.0,12.2,1018.8
2009-05-11,21.4,21.1,0.56,9.7,217.0,12.1,1015.4
2009-05-12,19.1,19.1,0.54,16.5,212.0,12.3,1016.2
2009-05-13,13.1,13.0,0.6,9.5,113.0,12.1,1020.0
2009-05-14,14.4,14.4,0.66,10.5,68.0,12.4,
2009-05-15,19.0,18.9,0.62,8.6,94.0,11.1,1011.6
2009-05-16,20.1,20.0,0.61,9.5,231.0,11.0,1014.4
2009-05-17,21.3,21.2,0.59,7.4,98.0,11.9,1018.4
2009-05-18,23.7,23.2,0.49,8.6,101.0,12.0,1017.0
2009-05-19,21.5,21.5,0.69,14.4,176.0,11.6,976.0
2009-05-20,21.1,21.1,0.69,8.9,194.0,11.7,1020.0
2009-05-21,21.7,21.5,0.58,5.5,129.0,11.8,1018.2
2009-05-22,23.4,23.1,0.58,14.2,214.0,11.9,1014.1
2009-05-23,19.3,19.3,0.59,12.1,297.0,12.2,1018.9
2009-05-24,17.5,17.4,0.53,6.0,125.0,12.0,1019.9
2009-05-25,21.3,21.1,0.58,6.4,121.0,12.0,1017.2
2009-05-26,22.0,21.7,0.47,9.4,97.0,12.0,1015.4
2009-05-27,20.8,20.8,0.62,14.9,282.0,12.4,1017.7
2009-05-28,14.1,14.1,0.83,12.0,192.0,11.2,1021.2
2009-05-29,12.1,11.7,0.64,16.9,296.0,12.2,1020.8
2009-05-30,11.5,11.4,0.73,8.3,210.0,12.0,1020.8
2009-05-31,12.9,12.8,0.69,9.9,187.0,10.6,1020.6
2009-06-01,15.8,15.7,0.78,8.2,164.0,8.5,1016.1
2009-06-02,15.9,15.9,0.79,7.1,218.0,9.7,1009.8
2009-06-03,16.5,16.3,0.57,12.5,283.0,12.1,1007.4
2009-06-04,13.2,12.9,0.63,9.9,257.0,11.2,1012.7
2009-06-05,15.0,14.9,0.8,9.3,180.0,8.3,969.7
2009-06-06,22.3,22.3,0.65,15.4,168.0,11.0,1006.8
2009-06-07,21.4,21.0,0.62,13.4,189.0,10.9,1008.3
2009-06-08,21.0,20.8,0.66,4.8,163.0,10.5,1013.7
2009-06-09,24.1,23.9,0.56,10.2,165.0,11.8,1014.0
2009-06-10,23.3,23.1,0.61,9.6,182.0,11.2,1016.5
2009-06-11,20.9,20.9,0.7,12.7,237.0,11.1,1014.0
2009-06-12,17.6,17.6,0.55,19.6,311.0,12.0,1017.5
2009-06-13,17.4,17.4,0.49,17.8,280.0,12.0,1020.0
2009-06-14,20.4,20.1,0.49,10.1,234.0,12.0,1020.7
2009-06-15,24.7,24.3,0.5,11.4,191.0,12.2,1018.5
2009-06-16,24.7,24.4,0.53,15.8,279.0,12.2,1017.1
2009-06-17,20.6,20.5,0.57,11.3,300.0,11.4,1023.2
2009-06-18,21.6,21.2,0.5,6.6,188.0,12.0,978.3
2009-06-19,24.6,24.2,0.53,11.7,160.0,12.0,1015.5
2009-06-20,20.9,20.8,0.66,16.2,305.0,11.8,1012.6
2009-06-21,14.6,14.6,0.89,10.7,161.0,10.6,1014.1
2009-06-22,15.0,15.0,0.93,8.4,143.0,8.1,1008.4
2009-06-23,16.8,16.8,0.8,4.9,166.0,10.4,1008.7
2009-06-24,19.2,19.2,0.73,6.7,245.0,10.9,1007.9
2009-06-25,20.3,20.3,0.76,7.6,230.0,10.1,1007.0
2009-06-26,17.5,17.5,0.89,4.0,185.0,8.3,1007.6
2009-06-27,20.1,20.1,0.77,3.6,209.0,10.5,967.8
2009-06-28,20.8,20.8,0.78,6.5,108.0,9.5,1011.2
2009-06-29,21.6,21.6,0.74,6.1,192.0,8.9,1013.8
2009-06-30,21.4,21.4,0.81,6.3,205.0,10.2,972.7
2009-07-01,21.8,21.9,0.79,5.6,113.0,7.4,1017.0
2009-07-02,23.1,23.1,0.72,6.7,125.0,9.1,1015.4
2009-07-03,23.0,23.1,0.76,5.0,188.0,10.6,1010.8
2009-07-04,23.1,23.3,0.73,7.3,204.0,11.6,1008.4
2009-07-05,24.2,24.1,0.62,10.0,283.0,12.0,1007.1
2009-07-06,24.5,24.3,0.61,7.4,280.0,12.2,1007.6
2009-07-07,23.4,23.4,0.7,10.0,240.0,12.5,966.7
2009-07-08,19.5,19.5,0.75,10.4,274.0,11.5,1010.7
2009-07-09,20.0,20.0,0.62,9.7,199.0,12.1,1014.9
2009-07-10,19.9,19.8,0.64,10.3,163.0,11.8,1013.2
2009-07-11,19.0,19.0,0.62,12.4,306.0,11.8,1014.5
2009-07-12,19.6,19.6,0.53,15.3,309.0,11.5,972.2
2009-07-13,21.9,21.8,0.59,8.1,239.0,12.0,1015.7
2009-07-14,25.3,25.2,0.59,6.8,152.0,12.0,1016.7
2009-07-15,26.9,27.1,0.6,6.5,161.0,12.0,975.8
2009-07-16,26.4,27.1,0.66,9.3,155.0,12.3,975.5
2009-07-17,26.6,26.8,0.62,6.3,189.0,11.7,1013.3
2009-07-18,24.0,24.6,0.7,18.6,195.0,12.0,1007.1
2009-07-19,18.3,18.3,0.65,15.8,246.0,12.4,1016.9
2009-07-20,21.2,21.0,0.53,7.3,220.0,12.0,1020.7
2009-07-21,23.5,23.1,0.53,11.0,178.0,11.9,1019.4
2009-07-22,25.6,25.0,0.5,14.5,161.0,12.0,1016.3
2009-07-23,27.4,27.0,0.5,15.2,198.0,11.8,1012.3
2009-07-24,27.0,26.5,0.48,7.9,231.0,12.0,1014.2
2009-07-25,22.4,22.4,0.55,19.0,300.0,12.0,1016.0
2009-07-26,20.2,20.2,0.52,14.5,310.0,12.0,1021.0
2009-07-27,21.1,20.9,0.48,6.2,98.0,12.0,1019.6
2009-07-28,23.5,22.9,0.45,6.9,92.0,12.0,1017.6
2009-07-29,24.6,24.0,0.51,6.3,159.0,12.0,1018.6
2009-07-30,25.8,25.4,0.52,4.9,125.0,12.0,1017.1
2009-07-31,25.5,25.3,0.54,9.3,251.0,12.1,1017.4
2009-08-01,26.9,26.6,0.49,8.9,100.0,12.0,1016.1
2009-08-02,28.1,27.9,0.48,12.0,155.0,12.0,1013.1
2009-08-03,28.4,28.0,0.47,8.2,186.0,11.3,548.3
2009-08-04,25.2,25.1,0.57,10.6,194.0,11.3,843.1
2009-08-05,21.3,21.3,0.79,11.2,201.0,11.4,972.6
2009-08-06,20.5,20.5,0.84,9.4,268.0,9.8,972.8
2009-08-07,22.0,22.1,0.76,9.3,66.0,11.0,1015.4
2009-08-08,22.0,21.8,0.59,11.8,46.0,11.9,1016.7
2009-08-09,22.2,22.0,0.51,10.5,139.0,12.0,1017.5
2009-08-10,23.1,23.0,0.58,7.9,133.0,12.1,1017.1
2009-08-11,21.1,21.1,0.74,11.9,227.0,12.0,1015.6
2009-08-12,21.5,21.5,0.7,8.0,264.0,11.4,1017.1
2009-08-13,23.1,23.0,0.65,8.2,233.0,11.7,973.0
2009-08-14,19.1,19.1,0.83,7.4,267.0,11.6,1017.4
2009-08-15,21.4,21.3,0.62,5.5,211.0,11.5,1020.7
2009-08-16,22.9,22.5,0.56,4.6,90.0,11.9,1019.1
2009-08-17,24.0,23.5,0.53,4.3,142.0,11.9,1015.9
2009-08-18,25.9,25.7,0.52,10.7,245.0,12.3,1016.9
2009-08-19,23.5,23.0,0.46,9.3,145.0,12.0,1022.7
2009-08-20,22.0,21.5,0.5,8.2,188.0,12.0,1024.1
2009-08-21,23.2,22.6,,6.5,99.0,12.0,1019.6
2009-08-22,25.6,24.9,0.45,7.3,178.0,12.0,973.7
2009-08-23,19.5,19.5,0.81,13.8,263.0,11.5,1018.6
2009-08-24,18.5,18.5,0.69,7.7,235.0,11.7,975.1
2009-08-25,23.3,23.0,0.54,10.3,115.0,12.0,1016.6
2009-08-26,25.4,24.9,0.47,13.3,162.0,12.0,1017.3
2009-08-27,26.1,25.7,0.48,6.2,157.0,12.0,1016.6
2009-08-28,26.3,26.0,0.5,7.9,155.0,12.0,1013.7
2009-08-29,23.6,23.4,0.61,16.2,233.0,11.6,1013.4
2009-08-30,18.9,18.9,0.72,7.9,212.0,12.0,1020.7
2009-08-31,18.8,18.8,0.59,7.3,251.0,12.0,1022.5
2009-09-01,20.2,20.0,0.58,5.0,115.0,11.9,1019.9
2009-09-02,21.8,21.5,0.58,4.2,140.0,11.9,1015.4
2009-09-03,24.4,24.0,0.53,11.2,157.0,11.7,1010.7
2009-09-04,25.1,25.0,0.56,11.7,224.0,11.6,1009.3
2009-09-05,16.8,16.8,0.65,16.7,312.0,12.3,1018.5
2009-09-06,16.8,16.8,0.58,12.4,280.0,12.1,1021.6
2009-09-07,18.0,18.0,0.52,17.1,54.0,12.0,1023.1
2009-09-08,18.5,18.5,0.53,14.9,20.0,12.0,1023.3
2009-09-09,20.0,20.0,0.53,7.3,60.0,12.0,1022.0
2009-09-10,,21.4,0.48,8.4,110.0,12.0,1020.0
2009-09-11,20.5,20.5,0.53,11.8,122.0,12.0,1017.5
2009-09-12,21.4,21.2,0.51,8.8,166.0,12.3,1015.2
2009-09-13,19.5,19.5,0.66,8.4,238.0,12.1,1013.7
2009-09-14,19.2,19.2,0.71,12.7,95.0,10.7,1015.1
2009-09-15,21.2,21.1,0.63,11.5,104.0,11.6,1017.4
2009-09-16,22.7,22.6,0.54,14.5,133.0,12.2,1015.0
2009-09-17,19.2,19.2,0.74,13.2,117.0,12.3,971.0
2009-09-18,18.9,18.9,0.81,7.1,194.0,9.5,1017.0
2009-09-19,18.6,18.6,0.61,9.6,45.0,11.8,976.4
2009-09-20,18.3,18.3,0.64,4.6,109.0,12.1,1019.8
2009-09-21,18.1,18.1,0.59,4.6,127.0,12.0,1022.5
2009-09-22,18.6,18.5,0.62,3.5,97.0,11.8,1024.8
2009-09-23,19.4,19.3,0.6,3.0,138.0,11.9,1024.9
2009-09-24,19.0,18.8,0.57,5.1,197.0,11.7,1020.3
2009-09-25,18.3,18.3,0.57,16.1,66.0,10.9,977.8
2009-09-26,16.6,16.6,0.55,13.2,46.0,12.0,1025.5
2009-09-27,17.0,16.9,0.62,5.5,129.0,11.9,1026.4
2009-09-28,17.7,17.7,0.61,5.7,144.0,10.5,1021.9
2009-09-29,17.9,17.9,0.6,13.1,249.0,10.3,1016.4
2009-09-30,16.4,16.4,0.65,10.6,231.0,12.1,1017.0
2009-10-01,18.3,18.3,,11.6,198.0,11.8,1013.0
2009-10-02,15.2,15.2,0.67,12.8,311.0,11.8,1014.8
2009-10-03,11.8,11.4,0.62,8.6,177.0,11.8,1017.5
2009-10-04,13.4,13.3,0.6,7.4,167.0,10.6,1016.6
2009-10-05,,15.2,0.64,3.7,144.0,10.0,1019.8
